split,model,fpr,tpr
Random test,Random forest,0.3121881682109765,0.5329949238578681
Random test,Random forest,0.3264433357091946,0.5329949238578681
Random test,Random forest,0.3264433357091946,0.5380710659898477
Random test,Random forest,0.32786885245901637,0.5380710659898477
Random test,Random forest,0.32786885245901637,0.5431472081218274
Random test,Random forest,0.3300071275837491,0.5431472081218274
Random test,Random forest,0.3300071275837491,0.5482233502538071
Random test,Random forest,0.3321454027084818,0.5482233502538071
Random test,Random forest,0.3321454027084818,0.5532994923857868
Random test,Random forest,0.3421240199572345,0.5532994923857868
Random test,Random forest,0.3421240199572345,0.5583756345177665
Random test,Random forest,0.3442622950819672,0.5583756345177665
Random test,Random forest,0.3442622950819672,0.5634517766497462
Random test,Random forest,0.34640057020669995,0.5634517766497462
Random test,Random forest,0.34640057020669995,0.5685279187817259
Random test,Random forest,0.34782608695652173,0.5685279187817259
Random test,Random forest,0.34782608695652173,0.5786802030456852
Random test,Random forest,0.35210263720598717,0.5786802030456852
Random test,Random forest,0.35210263720598717,0.583756345177665
Random test,Random forest,0.35994297933000713,0.583756345177665
Random test,Random forest,0.35994297933000713,0.5888324873096447
Random test,Random forest,0.3620812544547398,0.5888324873096447
Random test,Random forest,0.3620812544547398,0.5939086294416244
Random test,Random forest,0.36279401282965074,0.5939086294416244
Random test,Random forest,0.36279401282965074,0.5989847715736041
Random test,Random forest,0.3670705630791162,0.5989847715736041
Random test,Random forest,0.3670705630791162,0.6091370558375635
Random test,Random forest,0.37633642195295797,0.6091370558375635
Random test,Random forest,0.37633642195295797,0.6142131979695431
Random test,Random forest,0.398431931575196,0.6142131979695431
Random test,Random forest,0.398431931575196,0.6192893401015228
Random test,Random forest,0.41625089094796863,0.6192893401015228
Random test,Random forest,0.41625089094796863,0.6243654822335025
Random test,Random forest,0.41696364932287955,0.6243654822335025
Random test,Random forest,0.41696364932287955,0.6345177664974619
Random test,Random forest,0.42052744119743407,0.6345177664974619
Random test,Random forest,0.42052744119743407,0.649746192893401
Random test,Random forest,0.42836778332145403,0.649746192893401
Random test,Random forest,0.42836778332145403,0.6548223350253807
Random test,Random forest,0.4333570919458304,0.6548223350253807
Random test,Random forest,0.4333570919458304,0.6598984771573604
Random test,Random forest,0.43763364219529577,0.6598984771573604
Random test,Random forest,0.43763364219529577,0.6649746192893401
Random test,Random forest,0.4397719173200285,0.6649746192893401
Random test,Random forest,0.4397719173200285,0.6700507614213198
Random test,Random forest,0.45260156806842483,0.6700507614213198
Random test,Random forest,0.45260156806842483,0.6751269035532995
Random test,Random forest,0.46186742694226657,0.6751269035532995
Random test,Random forest,0.46186742694226657,0.6802030456852792
Random test,Random forest,0.47255880256593014,0.6802030456852792
Random test,Random forest,0.47255880256593014,0.6852791878172588
Random test,Random forest,0.49607982893799,0.6852791878172588
Random test,Random forest,0.49607982893799,0.6903553299492385
Random test,Random forest,0.49750534568781185,0.6903553299492385
Random test,Random forest,0.49750534568781185,0.6954314720812182
Random test,Random forest,0.5146115466856735,0.6954314720812182
Random test,Random forest,0.5146115466856735,0.700507614213198
Random test,Random forest,0.5153243050605845,0.700507614213198
Random test,Random forest,0.5153243050605845,0.7055837563451777
Random test,Random forest,0.5274411974340698,0.7055837563451777
Random test,Random forest,0.5274411974340698,0.7157360406091371
Random test,Random forest,0.5424091233071988,0.7157360406091371
Random test,Random forest,0.5424091233071988,0.7208121827411168
Random test,Random forest,0.5459729151817534,0.7208121827411168
Random test,Random forest,0.5459729151817534,0.7258883248730964
Random test,Random forest,0.5481111903064861,0.7258883248730964
Random test,Random forest,0.5481111903064861,0.7309644670050761
Random test,Random forest,0.5488239486813971,0.7309644670050761
Random test,Random forest,0.5488239486813971,0.7360406091370558
Random test,Random forest,0.5509622238061297,0.7360406091370558
Random test,Random forest,0.5509622238061297,0.7411167512690355
Random test,Random forest,0.5516749821810406,0.7411167512690355
Random test,Random forest,0.5516749821810406,0.7461928934010152
Random test,Random forest,0.5588025659301497,0.7461928934010152
Random test,Random forest,0.5588025659301497,0.751269035532995
Random test,Random forest,0.5680684248039914,0.751269035532995
Random test,Random forest,0.5680684248039914,0.7614213197969543
Random test,Random forest,0.5723449750534568,0.7614213197969543
Random test,Random forest,0.5723449750534568,0.766497461928934
Random test,Random forest,0.5751960085531005,0.766497461928934
Random test,Random forest,0.5751960085531005,0.7715736040609137
Random test,Random forest,0.5780470420527442,0.7715736040609137
Random test,Random forest,0.5780470420527442,0.7766497461928934
Random test,Random forest,0.5887384176764077,0.7766497461928934
Random test,Random forest,0.5887384176764077,0.7817258883248731
Random test,Random forest,0.6008553100498931,0.7817258883248731
Random test,Random forest,0.6008553100498931,0.7868020304568528
Random test,Random forest,0.6101211689237348,0.7868020304568528
Random test,Random forest,0.6101211689237348,0.7918781725888325
Random test,Random forest,0.6143977191732003,0.7918781725888325
Random test,Random forest,0.6143977191732003,0.7969543147208121
Random test,Random forest,0.6293656450463293,0.7969543147208121
Random test,Random forest,0.6293656450463293,0.8020304568527918
Random test,Random forest,0.6407697790449037,0.8020304568527918
Random test,Random forest,0.6407697790449037,0.8071065989847716
Random test,Random forest,0.6685673556664291,0.8071065989847716
Random test,Random forest,0.6685673556664291,0.817258883248731
Random test,Random forest,0.6699928724162509,0.817258883248731
Random test,Random forest,0.6699928724162509,0.8223350253807107
Random test,Random forest,0.6828225231646472,0.8223350253807107
Random test,Random forest,0.6828225231646472,0.8274111675126904
Random test,Random forest,0.6956521739130435,0.8274111675126904
Random test,Random forest,0.6956521739130435,0.8324873096446701
Random test,Random forest,0.7084818246614397,0.8324873096446701
Random test,Random forest,0.7084818246614397,0.8375634517766497
Random test,Random forest,0.7113328581610834,0.8375634517766497
Random test,Random forest,0.7113328581610834,0.8426395939086294
Random test,Random forest,0.714183891660727,0.8426395939086294
Random test,Random forest,0.714183891660727,0.8477157360406091
Random test,Random forest,0.722024233784747,0.8477157360406091
Random test,Random forest,0.722024233784747,0.8527918781725888
Random test,Random forest,0.7248752672843906,0.8527918781725888
Random test,Random forest,0.7248752672843906,0.8578680203045685
Random test,Random forest,0.7327156094084105,0.8578680203045685
Random test,Random forest,0.7327156094084105,0.8629441624365483
Random test,Random forest,0.751960085531005,0.8629441624365483
Random test,Random forest,0.751960085531005,0.8730964467005076
Random test,Random forest,0.7555238774055595,0.8730964467005076
Random test,Random forest,0.7555238774055595,0.8781725888324873
Random test,Random forest,0.7590876692801141,0.8781725888324873
Random test,Random forest,0.7590876692801141,0.883248730964467
Random test,Random forest,0.7619387027797576,0.883248730964467
Random test,Random forest,0.7619387027797576,0.8883248730964467
Random test,Random forest,0.7783321454027085,0.8883248730964467
Random test,Random forest,0.7783321454027085,0.8984771573604061
Random test,Random forest,0.7868852459016393,0.8984771573604061
Random test,Random forest,0.7868852459016393,0.9035532994923858
Random test,Random forest,0.8011404133998574,0.9035532994923858
Random test,Random forest,0.8011404133998574,0.9086294416243654
Random test,Random forest,0.8032786885245902,0.9086294416243654
Random test,Random forest,0.8032786885245902,0.9137055837563451
Random test,Random forest,0.8111190306486101,0.9137055837563451
Random test,Random forest,0.8111190306486101,0.9187817258883249
Random test,Random forest,0.8168210976478973,0.9187817258883249
Random test,Random forest,0.8168210976478973,0.9238578680203046
Random test,Random forest,0.8239486813970064,0.9238578680203046
Random test,Random forest,0.8239486813970064,0.9289340101522843
Random test,Random forest,0.8317890235210263,0.9289340101522843
Random test,Random forest,0.8317890235210263,0.934010152284264
Random test,Random forest,0.8417676407697791,0.934010152284264
Random test,Random forest,0.8417676407697791,0.9390862944162437
Random test,Random forest,0.8545972915181753,0.9390862944162437
Random test,Random forest,0.8545972915181753,0.9441624365482234
Random test,Random forest,0.8581610833927299,0.9441624365482234
Random test,Random forest,0.8581610833927299,0.949238578680203
Random test,Random forest,0.8617248752672844,0.949238578680203
Random test,Random forest,0.8617248752672844,0.9543147208121827
Random test,Random forest,0.8660014255167499,0.9543147208121827
Random test,Random forest,0.8660014255167499,0.9593908629441624
Random test,Random forest,0.880256593014968,0.9593908629441624
Random test,Random forest,0.880256593014968,0.9644670050761421
Random test,Random forest,0.947255880256593,0.9644670050761421
Random test,Random forest,0.947255880256593,0.9695431472081218
Random test,Random forest,0.9600855310049893,0.9695431472081218
Random test,Random forest,0.9600855310049893,0.9746192893401016
Random test,Random forest,0.9665003563791874,0.9746192893401016
Random test,Random forest,0.9665003563791874,0.9796954314720813
Random test,Random forest,0.9714896650035638,0.9796954314720813
Random test,Random forest,0.9714896650035638,0.9847715736040609
Random test,Random forest,0.9893086243763364,0.9847715736040609
Random test,Random forest,0.9893086243763364,0.9898477157360406
Random test,Random forest,0.9914468995010691,0.9898477157360406
Random test,Random forest,0.9914468995010691,0.9949238578680203
Random test,Random forest,0.9950106913756237,0.9949238578680203
Random test,Random forest,0.9950106913756237,1.0
Random test,Random forest,1.0,1.0
Random test,Extra trees,0.0,0.0
Random test,Extra trees,0.0007127583749109052,0.0
Random test,Extra trees,0.0014255167498218105,0.0
Random test,Extra trees,0.0014255167498218105,0.01015228426395939
Random test,Extra trees,0.002851033499643621,0.01015228426395939
Random test,Extra trees,0.002851033499643621,0.015228426395939087
Random test,Extra trees,0.003563791874554526,0.015228426395939087
Random test,Extra trees,0.003563791874554526,0.02030456852791878
Random test,Extra trees,0.004989308624376337,0.02030456852791878
Random test,Extra trees,0.004989308624376337,0.025380710659898477
Random test,Extra trees,0.005702066999287242,0.025380710659898477
Random test,Extra trees,0.005702066999287242,0.030456852791878174
Random test,Extra trees,0.011404133998574484,0.030456852791878174
Random test,Extra trees,0.011404133998574484,0.03553299492385787
Random test,Extra trees,0.012829650748396294,0.03553299492385787
Random test,Extra trees,0.012829650748396294,0.04060913705583756
Random test,Extra trees,0.01781895937277263,0.04060913705583756
Random test,Extra trees,0.01781895937277263,0.050761421319796954
Random test,Extra trees,0.018531717747683536,0.050761421319796954
Random test,Extra trees,0.018531717747683536,0.05583756345177665
Random test,Extra trees,0.019957234497505347,0.05583756345177665
Random test,Extra trees,0.019957234497505347,0.06598984771573604
Random test,Extra trees,0.022095509622238062,0.06598984771573604
Random test,Extra trees,0.022095509622238062,0.07106598984771574
Random test,Extra trees,0.023521026372059873,0.07106598984771574
Random test,Extra trees,0.023521026372059873,0.07614213197969544
Random test,Extra trees,0.024233784746970778,0.07614213197969544
Random test,Extra trees,0.024233784746970778,0.08121827411167512
Random test,Extra trees,0.024946543121881683,0.08121827411167512
Random test,Extra trees,0.024946543121881683,0.08629441624365482
Random test,Extra trees,0.02565930149679259,0.08629441624365482
Random test,Extra trees,0.02565930149679259,0.09644670050761421
Random test,Extra trees,0.0270848182466144,0.09644670050761421
Random test,Extra trees,0.0270848182466144,0.1065989847715736
Random test,Extra trees,0.02851033499643621,0.1065989847715736
Random test,Extra trees,0.02851033499643621,0.1116751269035533
Random test,Extra trees,0.030648610121168925,0.1116751269035533
Random test,Extra trees,0.030648610121168925,0.116751269035533
Random test,Extra trees,0.03278688524590164,0.116751269035533
Random test,Extra trees,0.03278688524590164,0.1218274111675127
Random test,Extra trees,0.03492516037063435,0.1218274111675127
Random test,Extra trees,0.03492516037063435,0.12690355329949238
Random test,Extra trees,0.036350677120456164,0.12690355329949238
Random test,Extra trees,0.036350677120456164,0.1319796954314721
Random test,Extra trees,0.03991446899501069,0.1319796954314721
Random test,Extra trees,0.03991446899501069,0.13705583756345177
Random test,Extra trees,0.047042052744119746,0.13705583756345177
Random test,Extra trees,0.047042052744119746,0.14213197969543148
Random test,Extra trees,0.048467569493941556,0.14213197969543148
Random test,Extra trees,0.048467569493941556,0.15228426395939088
Random test,Extra trees,0.05274411974340699,0.15228426395939088
Random test,Extra trees,0.05274411974340699,0.15736040609137056
Random test,Extra trees,0.05630791161796151,0.15736040609137056
Random test,Extra trees,0.05630791161796151,0.17258883248730963
Random test,Extra trees,0.05915894511760513,0.17258883248730963
Random test,Extra trees,0.05915894511760513,0.17766497461928935
Random test,Extra trees,0.06771204561653599,0.17766497461928935
Random test,Extra trees,0.06771204561653599,0.18274111675126903
Random test,Extra trees,0.0684248039914469,0.18274111675126903
Random test,Extra trees,0.0684248039914469,0.19289340101522842
Random test,Extra trees,0.07483962936564505,0.19289340101522842
Random test,Extra trees,0.07483962936564505,0.19796954314720813
Random test,Extra trees,0.08267997148966501,0.19796954314720813
Random test,Extra trees,0.08267997148966501,0.20304568527918782
Random test,Extra trees,0.08481824661439771,0.20304568527918782
Random test,Extra trees,0.08481824661439771,0.20812182741116753
Random test,Extra trees,0.08980755523877405,0.20812182741116753
Random test,Extra trees,0.08980755523877405,0.2131979695431472
Random test,Extra trees,0.09408410548823949,0.2131979695431472
Random test,Extra trees,0.09408410548823949,0.2233502538071066
Random test,Extra trees,0.09693513898788311,0.2233502538071066
Random test,Extra trees,0.09693513898788311,0.22842639593908629
Random test,Extra trees,0.09836065573770492,0.22842639593908629
Random test,Extra trees,0.09836065573770492,0.233502538071066
Random test,Extra trees,0.09907341411261582,0.233502538071066
Random test,Extra trees,0.09907341411261582,0.23857868020304568
Random test,Extra trees,0.10263720598717035,0.23857868020304568
Random test,Extra trees,0.10263720598717035,0.2436548223350254
Random test,Extra trees,0.10406272273699216,0.2436548223350254
Random test,Extra trees,0.10406272273699216,0.24873096446700507
Random test,Extra trees,0.10762651461154668,0.24873096446700507
Random test,Extra trees,0.10762651461154668,0.25380710659898476
Random test,Extra trees,0.11119030648610122,0.25380710659898476
Random test,Extra trees,0.11119030648610122,0.27411167512690354
Random test,Extra trees,0.12116892373485388,0.27411167512690354
Random test,Extra trees,0.12116892373485388,0.27918781725888325
Random test,Extra trees,0.1233071988595866,0.27918781725888325
Random test,Extra trees,0.1233071988595866,0.28426395939086296
Random test,Extra trees,0.12544547398431932,0.28426395939086296
Random test,Extra trees,0.12544547398431932,0.2893401015228426
Random test,Extra trees,0.13043478260869565,0.2893401015228426
Random test,Extra trees,0.13043478260869565,0.29441624365482233
Random test,Extra trees,0.14041339985744833,0.29441624365482233
Random test,Extra trees,0.14041339985744833,0.30456852791878175
Random test,Extra trees,0.14255167498218105,0.30456852791878175
Random test,Extra trees,0.14255167498218105,0.3096446700507614
Random test,Extra trees,0.14468995010691377,0.3096446700507614
Random test,Extra trees,0.14468995010691377,0.3197969543147208
Random test,Extra trees,0.14682822523164646,0.3197969543147208
Random test,Extra trees,0.14682822523164646,0.3248730964467005
Random test,Extra trees,0.1525302922309337,0.3248730964467005
Random test,Extra trees,0.1525302922309337,0.3299492385786802
Random test,Extra trees,0.16037063435495366,0.3299492385786802
Random test,Extra trees,0.16037063435495366,0.3350253807106599
Random test,Extra trees,0.16250890947968638,0.3350253807106599
Random test,Extra trees,0.16250890947968638,0.3401015228426396
Random test,Extra trees,0.1632216678545973,0.3401015228426396
Random test,Extra trees,0.1632216678545973,0.34517766497461927
Random test,Extra trees,0.16393442622950818,0.34517766497461927
Random test,Extra trees,0.16393442622950818,0.350253807106599
Random test,Extra trees,0.16535994297933002,0.350253807106599
Random test,Extra trees,0.16535994297933002,0.3553299492385787
Random test,Extra trees,0.1767640769779045,0.3553299492385787
Random test,Extra trees,0.1767640769779045,0.36548223350253806
Random test,Extra trees,0.18531717747683535,0.36548223350253806
Random test,Extra trees,0.18531717747683535,0.3756345177664975
Random test,Extra trees,0.18674269422665715,0.3756345177664975
Random test,Extra trees,0.18674269422665715,0.38071065989847713
Random test,Extra trees,0.18745545260156807,0.38071065989847713
Random test,Extra trees,0.18745545260156807,0.38578680203045684
Random test,Extra trees,0.1895937277263008,0.38578680203045684
Random test,Extra trees,0.1895937277263008,0.39086294416243655
Random test,Extra trees,0.1910192444761226,0.39086294416243655
Random test,Extra trees,0.1910192444761226,0.39593908629441626
Random test,Extra trees,0.19529579472558803,0.39593908629441626
Random test,Extra trees,0.19529579472558803,0.4010152284263959
Random test,Extra trees,0.20955096222380612,0.4010152284263959
Random test,Extra trees,0.20955096222380612,0.41116751269035534
Random test,Extra trees,0.21026372059871704,0.41116751269035534
Random test,Extra trees,0.21026372059871704,0.41624365482233505
Random test,Extra trees,0.21097647897362795,0.41624365482233505
Random test,Extra trees,0.21097647897362795,0.4213197969543147
Random test,Extra trees,0.21311475409836064,0.4213197969543147
Random test,Extra trees,0.21311475409836064,0.4263959390862944
Random test,Extra trees,0.21382751247327156,0.4263959390862944
Random test,Extra trees,0.21382751247327156,0.4365482233502538
Random test,Extra trees,0.21454027084818247,0.4365482233502538
Random test,Extra trees,0.21454027084818247,0.4416243654822335
Random test,Extra trees,0.22238061297220243,0.4416243654822335
Random test,Extra trees,0.22238061297220243,0.4467005076142132
Random test,Extra trees,0.23378474697077692,0.4467005076142132
Random test,Extra trees,0.23378474697077692,0.4517766497461929
Random test,Extra trees,0.23521026372059872,0.4517766497461929
Random test,Extra trees,0.23521026372059872,0.45685279187817257
Random test,Extra trees,0.23806129722024233,0.45685279187817257
Random test,Extra trees,0.23806129722024233,0.467005076142132
Random test,Extra trees,0.248039914468995,0.467005076142132
Random test,Extra trees,0.248039914468995,0.4720812182741117
Random test,Extra trees,0.2601568068424804,0.4720812182741117
Random test,Extra trees,0.2601568068424804,0.47715736040609136
Random test,Extra trees,0.26229508196721313,0.47715736040609136
Random test,Extra trees,0.26229508196721313,0.4873096446700508
Random test,Extra trees,0.2637205987170349,0.4873096446700508
Random test,Extra trees,0.2637205987170349,0.49238578680203043
Random test,Extra trees,0.26514611546685674,0.49238578680203043
Random test,Extra trees,0.26514611546685674,0.49746192893401014
Random test,Extra trees,0.26657163221667857,0.49746192893401014
Random test,Extra trees,0.26657163221667857,0.5025380710659898
Random test,Extra trees,0.2672843905915894,0.5025380710659898
Random test,Extra trees,0.2672843905915894,0.5076142131979695
Random test,Extra trees,0.27084818246614395,0.5076142131979695
Random test,Extra trees,0.27084818246614395,0.5126903553299492
Random test,Extra trees,0.2722736992159658,0.5126903553299492
Random test,Extra trees,0.2722736992159658,0.5177664974619289
Random test,Extra trees,0.2815395580898076,0.5177664974619289
Random test,Extra trees,0.2815395580898076,0.5228426395939086
Random test,Extra trees,0.28296507483962935,0.5228426395939086
Random test,Extra trees,0.28296507483962935,0.5279187817258884
Random test,Extra trees,0.2843905915894512,0.5279187817258884
Random test,Extra trees,0.2843905915894512,0.5329949238578681
Random test,Extra trees,0.2908054169636493,0.5329949238578681
Random test,Extra trees,0.2908054169636493,0.5380710659898477
Random test,Extra trees,0.29223093371347114,0.5380710659898477
Random test,Extra trees,0.29223093371347114,0.5431472081218274
Random test,Extra trees,0.2936564504632929,0.5431472081218274
Random test,Extra trees,0.2936564504632929,0.5482233502538071
Random test,Extra trees,0.32216678545972915,0.5482233502538071
Random test,Extra trees,0.32216678545972915,0.5532994923857868
Random test,Extra trees,0.32430506058446185,0.5532994923857868
Random test,Extra trees,0.32430506058446185,0.5583756345177665
Random test,Extra trees,0.3285816108339273,0.5583756345177665
Random test,Extra trees,0.3285816108339273,0.5634517766497462
Random test,Extra trees,0.3328581610833927,0.5634517766497462
Random test,Extra trees,0.3328581610833927,0.5685279187817259
Random test,Extra trees,0.34568781183178904,0.5685279187817259
Random test,Extra trees,0.34568781183178904,0.5736040609137056
Random test,Extra trees,0.35067712045616534,0.5736040609137056
Random test,Extra trees,0.35067712045616534,0.5786802030456852
Random test,Extra trees,0.35210263720598717,0.5786802030456852
Random test,Extra trees,0.35210263720598717,0.583756345177665
Random test,Extra trees,0.353528153955809,0.583756345177665
Random test,Extra trees,0.353528153955809,0.5888324873096447
Random test,Extra trees,0.3592302209550962,0.5888324873096447
Random test,Extra trees,0.3592302209550962,0.5939086294416244
Random test,Extra trees,0.36635780470420526,0.5939086294416244
Random test,Extra trees,0.36635780470420526,0.5989847715736041
Random test,Extra trees,0.37562366357804705,0.5989847715736041
Random test,Extra trees,0.37562366357804705,0.6040609137055838
Random test,Extra trees,0.37633642195295797,0.6040609137055838
Random test,Extra trees,0.37633642195295797,0.6091370558375635
Random test,Extra trees,0.38417676407697793,0.6091370558375635
Random test,Extra trees,0.38417676407697793,0.6142131979695431
Random test,Extra trees,0.3856022808267997,0.6142131979695431
Random test,Extra trees,0.3856022808267997,0.6192893401015228
Random test,Extra trees,0.38774055595153245,0.6192893401015228
Random test,Extra trees,0.38774055595153245,0.6243654822335025
Random test,Extra trees,0.4012829650748396,0.6243654822335025
Random test,Extra trees,0.4012829650748396,0.6294416243654822
Random test,Extra trees,0.4091233071988596,0.6294416243654822
Random test,Extra trees,0.4091233071988596,0.6345177664974619
Random test,Extra trees,0.413399857448325,0.6345177664974619
Random test,Extra trees,0.413399857448325,0.6395939086294417
Random test,Extra trees,0.41411261582323594,0.6395939086294417
Random test,Extra trees,0.41411261582323594,0.6446700507614214
Random test,Extra trees,0.41625089094796863,0.6446700507614214
Random test,Extra trees,0.41625089094796863,0.649746192893401
Random test,Extra trees,0.42908054169636495,0.649746192893401
Random test,Extra trees,0.42908054169636495,0.6548223350253807
Random test,Extra trees,0.43406985032074125,0.6548223350253807
Random test,Extra trees,0.43406985032074125,0.6598984771573604
Random test,Extra trees,0.4426229508196721,0.6598984771573604
Random test,Extra trees,0.4426229508196721,0.6649746192893401
Random test,Extra trees,0.451176051318603,0.6649746192893401
Random test,Extra trees,0.451176051318603,0.6700507614213198
Random test,Extra trees,0.4518888096935139,0.6700507614213198
Random test,Extra trees,0.4518888096935139,0.6751269035532995
Random test,Extra trees,0.45830363506771205,0.6751269035532995
Random test,Extra trees,0.45830363506771205,0.6802030456852792
Random test,Extra trees,0.4632929436920884,0.6802030456852792
Random test,Extra trees,0.4632929436920884,0.6852791878172588
Random test,Extra trees,0.4640057020669993,0.6852791878172588
Random test,Extra trees,0.4640057020669993,0.6903553299492385
Random test,Extra trees,0.47255880256593014,0.6903553299492385
Random test,Extra trees,0.47255880256593014,0.6954314720812182
Random test,Extra trees,0.4768353528153956,0.6954314720812182
Random test,Extra trees,0.4768353528153956,0.700507614213198
Random test,Extra trees,0.4789736279401283,0.700507614213198
Random test,Extra trees,0.4789736279401283,0.7055837563451777
Random test,Extra trees,0.4803991446899501,0.7055837563451777
Random test,Extra trees,0.4803991446899501,0.7106598984771574
Random test,Extra trees,0.4868139700641482,0.7106598984771574
Random test,Extra trees,0.4868139700641482,0.7157360406091371
Random test,Extra trees,0.48823948681397006,0.7157360406091371
Random test,Extra trees,0.48823948681397006,0.7208121827411168
Random test,Extra trees,0.5117605131860299,0.7208121827411168
Random test,Extra trees,0.5117605131860299,0.7258883248730964
Random test,Extra trees,0.518888096935139,0.7258883248730964
Random test,Extra trees,0.518888096935139,0.7309644670050761
Random test,Extra trees,0.5203136136849608,0.7309644670050761
Random test,Extra trees,0.5203136136849608,0.7360406091370558
Random test,Extra trees,0.5217391304347826,0.7360406091370558
Random test,Extra trees,0.5217391304347826,0.7411167512690355
Random test,Extra trees,0.5345687811831789,0.7411167512690355
Random test,Extra trees,0.5345687811831789,0.7461928934010152
Random test,Extra trees,0.5402708481824662,0.7461928934010152
Random test,Extra trees,0.5402708481824662,0.751269035532995
Random test,Extra trees,0.5409836065573771,0.751269035532995
Random test,Extra trees,0.5409836065573771,0.7563451776649747
Random test,Extra trees,0.5452601568068425,0.7563451776649747
Random test,Extra trees,0.5452601568068425,0.7614213197969543
Random test,Extra trees,0.5538132573057734,0.7614213197969543
Random test,Extra trees,0.5538132573057734,0.766497461928934
Random test,Extra trees,0.5609408410548824,0.766497461928934
Random test,Extra trees,0.5609408410548824,0.7715736040609137
Random test,Extra trees,0.5759087669280114,0.7715736040609137
Random test,Extra trees,0.5759087669280114,0.7766497461928934
Random test,Extra trees,0.5880256593014968,0.7766497461928934
Random test,Extra trees,0.5880256593014968,0.7868020304568528
Random test,Extra trees,0.5923022095509622,0.7868020304568528
Random test,Extra trees,0.5923022095509622,0.7918781725888325
Random test,Extra trees,0.5965787598004276,0.7918781725888325
Random test,Extra trees,0.5965787598004276,0.7969543147208121
Random test,Extra trees,0.5994297933000713,0.7969543147208121
Random test,Extra trees,0.5994297933000713,0.8020304568527918
Random test,Extra trees,0.6115466856735566,0.8020304568527918
Random test,Extra trees,0.6115466856735566,0.8071065989847716
Random test,Extra trees,0.6193870277975766,0.8071065989847716
Random test,Extra trees,0.6193870277975766,0.8121827411167513
Random test,Extra trees,0.631503920171062,0.8121827411167513
Random test,Extra trees,0.631503920171062,0.817258883248731
Random test,Extra trees,0.6450463292943692,0.817258883248731
Random test,Extra trees,0.6450463292943692,0.8223350253807107
Random test,Extra trees,0.6457590876692801,0.8223350253807107
Random test,Extra trees,0.6457590876692801,0.8274111675126904
Random test,Extra trees,0.6550249465431219,0.8274111675126904
Random test,Extra trees,0.6550249465431219,0.8324873096446701
Random test,Extra trees,0.6664290805416964,0.8324873096446701
Random test,Extra trees,0.6664290805416964,0.8375634517766497
Random test,Extra trees,0.6742694226657163,0.8375634517766497
Random test,Extra trees,0.6742694226657163,0.8426395939086294
Random test,Extra trees,0.6928011404133999,0.8426395939086294
Random test,Extra trees,0.6928011404133999,0.8477157360406091
Random test,Extra trees,0.6949394155381325,0.8477157360406091
Random test,Extra trees,0.6949394155381325,0.8527918781725888
Random test,Extra trees,0.7042052744119743,0.8527918781725888
Random test,Extra trees,0.7042052744119743,0.8578680203045685
Random test,Extra trees,0.7056307911617962,0.8578680203045685
Random test,Extra trees,0.7056307911617962,0.8629441624365483
Random test,Extra trees,0.7063435495367071,0.8629441624365483
Random test,Extra trees,0.7063435495367071,0.868020304568528
Random test,Extra trees,0.7127583749109052,0.868020304568528
Random test,Extra trees,0.7127583749109052,0.8730964467005076
Random test,Extra trees,0.7277263007840342,0.8730964467005076
Random test,Extra trees,0.7277263007840342,0.8781725888324873
Random test,Extra trees,0.7469707769066286,0.8781725888324873
Random test,Extra trees,0.7469707769066286,0.883248730964467
Random test,Extra trees,0.7540983606557377,0.883248730964467
Random test,Extra trees,0.7540983606557377,0.8883248730964467
Random test,Extra trees,0.7712045616535994,0.8883248730964467
Random test,Extra trees,0.7712045616535994,0.8934010152284264
Random test,Extra trees,0.7954383464005702,0.8934010152284264
Random test,Extra trees,0.7954383464005702,0.8984771573604061
Random test,Extra trees,0.8004276550249465,0.8984771573604061
Random test,Extra trees,0.8004276550249465,0.9035532994923858
Random test,Extra trees,0.8061297220242338,0.9035532994923858
Random test,Extra trees,0.8061297220242338,0.9086294416243654
Random test,Extra trees,0.8139700641482538,0.9086294416243654
Random test,Extra trees,0.8139700641482538,0.9137055837563451
Random test,Extra trees,0.8225231646471846,0.9137055837563451
Random test,Extra trees,0.8225231646471846,0.9187817258883249
Random test,Extra trees,0.8289379900213828,0.9187817258883249
Random test,Extra trees,0.8289379900213828,0.9289340101522843
Random test,Extra trees,0.8403421240199572,0.9289340101522843
Random test,Extra trees,0.8403421240199572,0.934010152284264
Random test,Extra trees,0.8431931575196009,0.934010152284264
Random test,Extra trees,0.8431931575196009,0.9390862944162437
Random test,Extra trees,0.8688524590163934,0.9390862944162437
Random test,Extra trees,0.8688524590163934,0.9441624365482234
Random test,Extra trees,0.8774055595153243,0.9441624365482234
Random test,Extra trees,0.8774055595153243,0.949238578680203
Random test,Extra trees,0.8809693513898789,0.949238578680203
Random test,Extra trees,0.8809693513898789,0.9543147208121827
Random test,Extra trees,0.8823948681397007,0.9543147208121827
Random test,Extra trees,0.8823948681397007,0.9644670050761421
Random test,Extra trees,0.8852459016393442,0.9644670050761421
Random test,Extra trees,0.8852459016393442,0.9695431472081218
Random test,Extra trees,0.9052031361368497,0.9695431472081218
Random test,Extra trees,0.9052031361368497,0.9746192893401016
Random test,Extra trees,0.9379900213827512,0.9746192893401016
Random test,Extra trees,0.9379900213827512,0.9796954314720813
Random test,Extra trees,0.9422665716322167,0.9796954314720813
Random test,Extra trees,0.9422665716322167,0.9847715736040609
Random test,Extra trees,0.9629365645046329,0.9847715736040609
